,Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Bedrooms_Per_House,Closest_University,Distance_to_University_m
2746,86400.0,4.0375,29,2321,367,1173,360,32.78,-115.57,19570.4084221017,1.0194444444444444,ArtCenter College of Design,105018.0
2747,97200.0,6.2715,20,1534,235,871,222,32.78,-115.57,19570.4084221017,1.0585585585585586,ArtCenter College of Design,105018.0
2748,87500.0,4.3021,15,1413,279,803,277,32.78,-115.57,19570.4084221017,1.0072202166064983,ArtCenter College of Design,105018.0
2749,140300.0,4.4821,15,1278,217,653,185,32.76,-115.56,17676.2070006364,1.172972972972973,ArtCenter College of Design,107085.0
2750,94400.0,2.5769,30,935,177,649,148,32.69,-115.59,11471.27971281,1.195945945945946,ArtCenter College of Design,115194.0
2751,64000.0,1.899,17,1960,389,1691,356,32.69,-115.49,7996.92093007456,1.0926966292134832,ArtCenter College of Design,114139.0
2752,95800.0,1.6838,19,583,113,531,134,32.7,-115.4,4371.86261757594,0.8432835820895522,ArtCenter College of Design,112721.0
2753,70100.0,1.375,25,2322,573,2185,602,32.67,-115.49,7415.78832409091,0.9518272425249169,ArtCenter College of Design,116357.0
2754,73100.0,1.4828,24,1266,275,1083,298,32.67,-115.49,7415.78832409091,0.9228187919463087,ArtCenter College of Design,116357.0
2755,91200.0,2.3319,15,3414,666,2097,622,32.68,-115.48,6733.03707131194,1.0707395498392283,ArtCenter College of Design,115184.0
2756,88400.0,1.5931,18,3631,913,3565,924,32.68,-115.5,8537.58074587774,0.9880952380952381,ArtCenter College of Design,115319.0
2757,75500.0,2.1776,35,2159,492,1694,475,32.67,-115.5,8345.65407767884,1.0357894736842106,ArtCenter College of Design,116427.0
2758,84700.0,1.1311,29,1523,440,1302,393,32.67,-115.49,7415.78832409091,1.1195928753180662,ArtCenter College of Design,116357.0
2759,72700.0,2.625,11,2872,610,2644,581,32.68,-115.51,9449.70600967244,1.0499139414802066,ArtCenter College of Design,115397.0
2760,67700.0,2.0625,6,2804,581,2807,594,32.67,-115.52,10208.7904142376,0.9781144781144782,ArtCenter College of Design,116590.0
2761,81300.0,1.7292,17,290,94,135,57,33.33,-116.05,79296.1901290985,1.6491228070175439,ArtCenter College of Design,73816.0
2762,51300.0,1.2639,16,245,57,81,33,33.19,-116.0,63505.5306415329,1.7272727272727273,ArtCenter College of Design,80546.0
2763,32500.0,4.0208,15,208,49,51,20,32.93,-115.88,35909.8501038213,2.45,ArtCenter College of Design,97885.0
2764,43900.0,1.4338,26,1134,280,329,158,32.74,-116.0,13535.9218668984,1.7721518987341771,Epic Bible College,98968.0
2765,57500.0,1.5417,18,414,86,98,54,32.69,-115.9,11119.0802202353,1.5925925925925926,Epic Bible College,108675.0
2766,62800.0,2.8684,20,1996,515,659,295,33.41,-116.01,87984.3634603313,1.7457627118644068,ArtCenter College of Design,65824.0
2767,54300.0,2.0109,15,1945,536,515,273,33.4,-115.99,86840.1995635793,1.9633699633699633,ArtCenter College of Design,64835.0
2768,58800.0,2.7,5,186,43,41,21,33.38,-115.94,84712.3345211199,2.0476190476190474,ArtCenter College of Design,62284.0
2769,53800.0,1.4688,8,240,46,63,24,33.32,-115.98,77943.3706148403,1.9166666666666667,ArtCenter College of Design,69322.0
2770,67500.0,0.922,15,459,95,160,73,33.36,-115.91,82424.9350059101,1.3013698630136987,ArtCenter College of Design,61477.0
2771,62800.0,1.7857,19,1210,248,329,155,33.34,-115.9,80043.4313799007,1.6,ArtCenter College of Design,62234.0
2772,54400.0,1.125,27,322,81,112,57,33.3,-115.96,75750.959199224,1.4210526315789473,ArtCenter College of Design,69354.0
2773,53800.0,1.8958,12,99,25,37,17,33.28,-115.95,73562.0053547473,1.4705882352941178,ArtCenter College of Design,70177.0
2774,47500.0,5.3374,2,96,18,30,16,33.26,-115.8,69548.6115542119,1.125,ArtCenter College of Design,62609.0
2775,59200.0,0.8964,24,796,243,227,139,33.43,-114.73,79468.9511384629,1.7482014388489209,ArtCenter College of Design,69648.0
2776,57500.0,3.1607,18,1183,363,374,127,33.07,-114.98,42694.5627214301,2.858267716535433,ArtCenter College of Design,81520.0
2777,50000.0,1.7727,19,749,238,476,169,33.36,-115.73,80064.7693141141,1.4082840236686391,ArtCenter College of Design,49812.0
2778,30000.0,1.2132,23,1586,448,338,182,33.35,-115.73,78953.6347531536,2.4615384615384617,ArtCenter College of Design,50696.0
2779,25000.0,0.8571,21,44,33,64,27,32.79,-114.65,10854.2858510206,1.2222222222222223,ArtCenter College of Design,124163.0
2780,56100.0,1.275,19,2570,820,1431,608,32.8,-114.55,18860.0926213209,1.3486842105263157,ArtCenter College of Design,128734.0
2781,45000.0,0.8585,15,1448,378,949,300,32.76,-114.63,10160.0997284213,1.26,ArtCenter College of Design,127975.0
2782,44000.0,1.2049,17,1388,386,775,320,32.74,-114.66,6650.05786630921,1.20625,ArtCenter College of Design,128309.0
2783,108300.0,2.1212,16,3806,794,1501,714,37.35,-118.18,304579.083047929,1.112044817927171,"California State University, Fresno",150337.0
2784,141500.0,4.1576,19,2460,405,1225,425,37.4,-118.43,281810.60934801,0.9529411764705882,"California State University, Fresno",132870.0
2785,166000.0,3.2132,19,2682,518,1134,399,37.39,-118.6,267721.102702312,1.2982456140350878,"California State University, Fresno",119361.0
2786,118800.0,3.0817,20,1468,283,721,270,37.25,-118.45,285168.378292446,1.048148148148148,"California State University, Fresno",124013.0
2787,139700.0,4.337,26,3135,524,1385,523,37.37,-118.45,281051.60200673,1.0019120458891013,"California State University, Fresno",129725.0
2788,180400.0,4.375,21,3302,557,1413,520,37.35,-118.42,284233.373249942,1.0711538461538461,"California State University, Fresno",131060.0
2789,54400.0,1.7388,18,2281,520,1425,465,37.36,-118.42,283910.706779705,1.118279569892473,"California State University, Fresno",131562.0
2790,116100.0,1.9722,34,2465,619,1172,575,37.36,-118.4,285603.646811855,1.0765217391304347,"California State University, Fresno",133139.0
2791,105800.0,1.8325,25,3295,824,1477,770,37.37,-118.39,286134.227901999,1.07012987012987,"California State University, Fresno",134429.0
2792,98400.0,2.3261,38,1813,410,902,396,37.36,-118.39,286450.414862201,1.0353535353535352,"California State University, Fresno",133929.0
2793,94500.0,2.75,22,3480,673,1541,636,37.17,-118.3,300672.025830365,1.0581761006289307,"California State University, Fresno",133535.0
2794,137500.0,1.7292,19,99,26,51,22,36.95,-117.9,318121.295367757,1.1818181818181819,"California State University, Fresno",164006.0
2795,80600.0,2.325,35,2563,530,861,371,36.94,-118.31,287021.483001567,1.4285714285714286,"California State University, Fresno",127621.0
2796,74200.0,2.0357,34,2090,478,896,426,36.64,-118.05,284123.629497078,1.1220657276995305,"California State University, Fresno",151524.0
2797,104700.0,2.2574,23,2311,487,1019,384,36.63,-118.18,277752.767789648,1.2682291666666667,"California State University, Fresno",140210.0
2798,45500.0,1.7868,25,1709,439,632,292,36.13,-117.69,246372.655201497,1.5034246575342465,California State University San Marcos,114474.0
2799,14999.0,2.1,19,619,239,490,164,36.4,-117.02,297347.746568234,1.4573170731707317,California State University San Marcos,166029.0
2800,32900.0,1.1471,14,1372,386,436,213,36.0,-116.22,303221.931356127,1.812206572769953,California State University San Marcos,186777.0
2801,64900.0,2.7583,42,2271,458,1124,447,35.42,-119.02,123564.956638998,1.0246085011185682,Point Loma Nazarene University,7409.0
2802,62400.0,2.5703,45,1628,352,754,334,35.42,-119.03,123173.455172731,1.0538922155688624,Point Loma Nazarene University,7005.0
2803,67900.0,2.6094,38,2952,598,1491,568,35.42,-119.03,123173.455172731,1.0528169014084507,Point Loma Nazarene University,7005.0
2804,87100.0,4.3162,14,3520,604,1748,582,35.45,-119.03,126194.840502718,1.0378006872852235,Point Loma Nazarene University,10158.0
2805,77000.0,3.0268,5,2133,487,1182,438,35.44,-119.05,124432.133751965,1.1118721461187215,Point Loma Nazarene University,8717.0
2806,84400.0,4.0125,29,3415,631,1527,597,35.44,-119.02,125571.070402533,1.0569514237855946,Point Loma Nazarene University,9407.0
2807,70700.0,3.1736,39,2033,370,956,379,35.43,-119.02,124567.089208159,0.9762532981530343,Point Loma Nazarene University,8393.0
2808,67200.0,2.2727,40,1089,226,520,218,35.42,-119.02,123564.956638998,1.036697247706422,Point Loma Nazarene University,7409.0
2809,57400.0,1.8472,36,2044,447,1021,374,35.42,-119.02,123564.956638998,1.195187165775401,Point Loma Nazarene University,7409.0
2810,52600.0,1.4598,40,1912,439,1015,413,35.42,-119.02,123564.956638998,1.062953995157385,Point Loma Nazarene University,7409.0
2811,54600.0,1.6286,42,1705,418,905,393,35.42,-119.03,123173.455172731,1.063613231552163,Point Loma Nazarene University,7005.0
2812,54300.0,1.7857,41,1808,435,1005,373,35.41,-119.03,122169.962621827,1.1662198391420913,Point Loma Nazarene University,5999.0
2813,54700.0,1.8403,47,1691,402,913,358,35.42,-119.04,122787.475240304,1.1229050279329609,Point Loma Nazarene University,6702.0
2814,57000.0,2.8393,41,1992,421,1006,419,35.42,-119.05,122407.06907791,1.0047732696897376,Point Loma Nazarene University,6511.0
2815,63200.0,2.325,35,2353,483,1368,455,35.42,-119.05,122407.06907791,1.0615384615384615,Point Loma Nazarene University,6511.0
2816,67000.0,2.0575,21,2534,554,1297,517,35.41,-119.02,122564.718040103,1.0715667311411992,Point Loma Nazarene University,6465.0
2817,51900.0,1.97,41,2221,516,1106,473,35.41,-119.02,122564.718040103,1.0909090909090908,Point Loma Nazarene University,6465.0
2818,53200.0,2.0331,37,1761,443,911,365,35.41,-119.03,122169.962621827,1.2136986301369863,Point Loma Nazarene University,5999.0
2819,69400.0,3.0625,25,1577,310,844,309,35.41,-119.04,121780.754214895,1.0032362459546926,Point Loma Nazarene University,5641.0
2820,51400.0,1.3222,31,2348,701,1413,611,35.41,-119.02,122564.718040103,1.1472995090016367,Point Loma Nazarene University,6465.0
2821,63500.0,2.1818,35,2608,620,1566,583,35.4,-119.03,121168.363364713,1.0634648370497428,Point Loma Nazarene University,5037.0
2822,67500.0,1.3587,20,3268,833,1622,758,35.41,-119.04,121780.754214895,1.0989445910290236,Point Loma Nazarene University,5641.0
2823,132000.0,5.5261,10,4159,608,2089,591,35.42,-119.08,121299.813802312,1.0287648054145515,Point Loma Nazarene University,6684.0
2824,107600.0,2.6812,19,3889,832,1872,731,35.42,-119.07,121663.186443689,1.1381668946648427,Point Loma Nazarene University,6502.0
2825,130600.0,5.6235,12,3449,522,1754,551,35.41,-119.09,119919.780898779,0.9473684210526315,Point Loma Nazarene University,5970.0
2826,200000.0,10.0263,52,154,28,37,16,35.42,-119.11,120244.58964184,1.75,Point Loma Nazarene University,7859.0
2827,237500.0,4.8571,28,254,35,118,37,35.43,-119.09,121966.23037227,0.9459459459459459,Point Loma Nazarene University,8018.0
2828,126400.0,3.8611,18,1894,319,846,317,35.4,-119.05,120389.021295287,1.0063091482649842,Point Loma Nazarene University,4322.0
2829,132200.0,5.575,10,6435,1040,3242,1030,35.39,-119.08,118246.747262559,1.0097087378640777,Point Loma Nazarene University,3581.0
2830,44600.0,1.7109,11,8739,2190,4781,1919,35.4,-119.01,121969.9947382,1.1412193850964043,Point Loma Nazarene University,6216.0
2831,59400.0,1.8289,29,1820,459,1134,419,35.39,-119.01,120977.05945601,1.0954653937947494,Point Loma Nazarene University,5522.0
2832,50600.0,1.4427,36,790,224,426,208,35.38,-119.01,119986.211768014,1.0769230769230769,Point Loma Nazarene University,4982.0
2833,60000.0,1.3527,30,227,75,169,101,35.39,-119.02,120570.111210456,0.7425742574257426,Point Loma Nazarene University,4800.0
2834,90400.0,4.0208,43,2225,392,890,374,35.4,-118.99,122793.478851766,1.0481283422459893,Point Loma Nazarene University,7647.0
2835,84600.0,3.5714,48,1908,331,789,321,35.4,-118.99,122793.478851766,1.0311526479750779,Point Loma Nazarene University,7647.0
2836,93900.0,4.3906,44,2250,378,928,379,35.4,-119.0,122379.032501316,0.9973614775725593,Point Loma Nazarene University,6909.0
2837,79400.0,3.7708,42,2839,516,1203,487,35.39,-119.0,121389.493740464,1.0595482546201231,Point Loma Nazarene University,6292.0
2838,72100.0,2.8295,51,1373,284,648,300,35.39,-119.0,121389.493740464,0.9466666666666667,Point Loma Nazarene University,6292.0
2839,85500.0,3.996,36,1896,315,937,303,35.41,-118.97,124619.829282933,1.0396039603960396,Point Loma Nazarene University,9772.0
2840,76200.0,3.1906,34,1859,323,854,309,35.4,-118.97,123638.37902806,1.0453074433656957,Point Loma Nazarene University,9214.0
2841,69800.0,2.8393,34,813,171,440,170,35.4,-118.98,123213.279207662,1.0058823529411764,Point Loma Nazarene University,8418.0
2842,73100.0,2.9821,36,1443,273,680,259,35.4,-118.98,123213.279207662,1.054054054054054,Point Loma Nazarene University,8418.0
2843,76600.0,3.4205,36,1864,331,1052,325,35.4,-118.98,123213.279207662,1.0184615384615385,Point Loma Nazarene University,8418.0
2844,94500.0,3.875,36,1482,266,640,274,35.41,-118.98,124198.140756057,0.9708029197080292,Point Loma Nazarene University,9026.0
2845,89000.0,3.2325,28,4667,875,2404,841,35.4,-118.96,124068.723835685,1.0404280618311534,Point Loma Nazarene University,10028.0
2846,87100.0,2.947,29,3548,729,1542,659,35.41,-118.96,125046.744056299,1.1062215477996966,Point Loma Nazarene University,10544.0
2847,101700.0,3.6875,23,4483,894,2136,883,35.4,-118.95,124504.259238906,1.0124575311438277,Point Loma Nazarene University,10857.0
2848,89100.0,3.5524,27,2473,400,1271,427,35.4,-118.96,124068.723835685,0.936768149882904,Point Loma Nazarene University,10028.0
2849,79000.0,3.1297,23,5624,1148,2842,1042,35.39,-118.96,123092.977299134,1.1017274472168905,Point Loma Nazarene University,9614.0
2850,92900.0,3.6734,34,2047,347,888,352,35.38,-118.96,122119.558947496,0.9857954545454546,Point Loma Nazarene University,9315.0
2851,95200.0,3.5938,35,2220,388,906,373,35.38,-118.95,122562.129748218,1.0402144772117963,Point Loma Nazarene University,10202.0
2852,85600.0,3.0568,41,2417,435,973,406,35.38,-118.96,122119.558947496,1.0714285714285714,Point Loma Nazarene University,9315.0
2853,87000.0,3.7533,26,4800,831,2365,743,35.38,-118.94,123009.869101019,1.1184387617765814,Point Loma Nazarene University,11093.0
2854,83100.0,3.725,30,2594,478,1419,480,35.38,-118.95,122562.129748218,0.9958333333333333,Point Loma Nazarene University,10202.0
2855,70600.0,3.8307,33,3122,579,1733,545,35.38,-118.92,123920.628703761,1.0623853211009173,Point Loma Nazarene University,12881.0
2856,99500.0,3.875,21,3999,727,1889,688,35.41,-118.95,125478.831728381,1.056686046511628,Point Loma Nazarene University,11335.0
2857,104600.0,4.2214,14,5548,941,2815,935,35.4,-118.94,124944.930952985,1.0064171122994652,Point Loma Nazarene University,11698.0
2858,139100.0,5.4592,27,3074,452,1223,452,35.39,-118.94,123976.189005317,1.0,Point Loma Nazarene University,11345.0
2859,194100.0,7.7751,13,3137,417,1318,397,35.39,-118.94,123976.189005317,1.0503778337531486,Point Loma Nazarene University,11345.0
2860,100800.0,3.0938,6,4656,971,2320,935,35.41,-118.9,127715.003823672,1.0385026737967915,Point Loma Nazarene University,15483.0
2861,143000.0,6.3639,10,3216,526,1539,483,35.41,-118.94,125916.039041662,1.0890269151138716,Point Loma Nazarene University,12143.0
2862,113000.0,2.569,10,3587,774,1398,763,35.4,-118.91,126297.223141577,1.0144167758846658,Point Loma Nazarene University,14269.0
2863,87000.0,3.5441,14,2458,433,1352,411,35.37,-118.87,124958.087389033,1.0535279805352797,Point Loma Nazarene University,17283.0
2864,67600.0,3.3462,32,4121,755,2590,721,35.37,-118.91,123430.593121022,1.0471567267683772,Point Loma Nazarene University,13662.0
2865,105300.0,2.1111,20,1351,255,762,253,35.34,-118.88,121538.709159534,1.007905138339921,Point Loma Nazarene University,16539.0
2866,75700.0,2.4919,17,3589,701,1746,640,35.37,-118.92,122964.039919088,1.0953125,Point Loma Nazarene University,12757.0
2867,62800.0,2.6903,34,2412,446,1558,421,35.37,-118.93,122502.499510665,1.0593824228028503,Point Loma Nazarene University,11853.0
2868,57600.0,2.0643,33,3372,741,2352,704,35.37,-118.94,122046.028770905,1.0525568181818181,Point Loma Nazarene University,10949.0
2869,59700.0,1.8523,23,1106,252,790,230,35.37,-118.94,122046.028770905,1.0956521739130434,Point Loma Nazarene University,10949.0
2870,61300.0,2.1588,34,1672,359,1059,349,35.37,-118.95,121594.684799544,1.0286532951289398,Point Loma Nazarene University,10045.0
2871,57400.0,2.875,37,1667,362,971,335,35.37,-118.94,122046.028770905,1.0805970149253732,Point Loma Nazarene University,10949.0
2872,55400.0,1.6728,37,1475,327,946,295,35.37,-118.95,121594.684799544,1.1084745762711865,Point Loma Nazarene University,10045.0
2873,52400.0,1.7467,41,1463,339,1066,318,35.37,-118.96,121148.5249011,1.0660377358490567,Point Loma Nazarene University,9142.0
2874,54300.0,1.365,40,1603,374,1026,337,35.37,-118.96,121148.5249011,1.1097922848664687,Point Loma Nazarene University,9142.0
2875,59500.0,2.774,38,2121,433,1547,441,35.39,-118.97,122659.155712372,0.981859410430839,Point Loma Nazarene University,8761.0
2876,46800.0,1.625,32,1361,363,1483,297,35.38,-118.97,121682.213098975,1.2222222222222223,Point Loma Nazarene University,8431.0
2877,50000.0,1.0648,39,1497,383,1182,355,35.38,-118.98,121250.148745821,1.0788732394366196,Point Loma Nazarene University,7554.0
2878,48000.0,0.9951,42,1185,358,1038,299,35.38,-118.97,121682.213098975,1.1973244147157192,Point Loma Nazarene University,8431.0
2879,58000.0,1.8819,41,2396,602,1781,543,35.37,-118.97,120707.606564225,1.1086556169429098,Point Loma Nazarene University,8240.0
2880,57500.0,1.375,35,1673,426,1041,413,35.38,-118.97,121682.213098975,1.0314769975786926,Point Loma Nazarene University,8431.0
2881,51000.0,1.4024,26,1317,374,1025,304,35.38,-118.99,120823.422552232,1.230263157894737,Point Loma Nazarene University,6683.0
2882,57500.0,1.3451,30,1390,361,1116,298,35.38,-118.99,120823.422552232,1.2114093959731544,Point Loma Nazarene University,6683.0
2883,49100.0,1.4146,22,1812,457,1592,420,35.39,-118.98,122230.597537247,1.088095238095238,Point Loma Nazarene University,7920.0
2884,54800.0,1.4786,24,1807,465,1460,410,35.38,-118.98,121250.148745821,1.1341463414634145,Point Loma Nazarene University,7554.0
2885,50800.0,1.625,34,1020,247,795,228,35.38,-118.98,121250.148745821,1.0833333333333333,Point Loma Nazarene University,7554.0
2886,49400.0,0.8639,28,1171,299,1193,273,35.38,-118.98,121250.148745821,1.0952380952380953,Point Loma Nazarene University,7554.0
2887,48800.0,1.6009,39,2228,542,1516,435,35.39,-118.99,121807.358333287,1.2459770114942528,Point Loma Nazarene University,7095.0
2888,55400.0,1.8319,36,1438,348,1054,341,35.39,-118.99,121807.358333287,1.0205278592375366,Point Loma Nazarene University,7095.0
2889,70100.0,2.5083,52,2805,573,1325,522,35.39,-118.99,121807.358333287,1.0977011494252873,Point Loma Nazarene University,7095.0
2890,50700.0,1.1875,29,607,177,476,143,35.39,-118.98,122230.597537247,1.2377622377622377,Point Loma Nazarene University,7920.0
2891,46900.0,1.2618,32,2620,682,2375,684,35.39,-118.98,122230.597537247,0.9970760233918129,Point Loma Nazarene University,7920.0
2892,55500.0,2.2212,41,303,78,216,80,35.37,-119.0,119416.878114052,0.975,Point Loma Nazarene University,5543.0
2893,57400.0,1.4773,36,832,198,814,174,35.37,-118.99,119841.725320618,1.1379310344827587,Point Loma Nazarene University,6440.0
2894,58100.0,1.7292,38,918,220,743,222,35.37,-118.99,119841.725320618,0.990990990990991,Point Loma Nazarene University,6440.0
2895,57900.0,1.1638,35,825,179,670,181,35.37,-118.98,120271.987440211,0.988950276243094,Point Loma Nazarene University,7339.0
2896,42500.0,1.4125,52,425,119,380,97,35.37,-118.97,120707.606564225,1.2268041237113403,Point Loma Nazarene University,8240.0
2897,57500.0,1.1944,44,434,110,274,86,35.38,-119.01,119986.211768014,1.2790697674418605,Point Loma Nazarene University,4982.0
2898,67500.0,1.075,52,114,26,158,26,35.38,-119.01,119986.211768014,1.0,Point Loma Nazarene University,4982.0
2899,47500.0,1.9125,35,120,35,477,41,35.37,-119.01,118997.503822068,0.8536585365853658,Point Loma Nazarene University,4650.0
2900,66000.0,1.4779,44,593,136,364,121,35.37,-119.01,118997.503822068,1.1239669421487604,Point Loma Nazarene University,4650.0
2901,60000.0,0.8054,52,90,35,36,31,35.38,-119.02,119575.840901501,1.1290322580645162,Point Loma Nazarene University,4167.0
2902,63800.0,1.1875,48,346,92,129,63,35.38,-119.02,119575.840901501,1.4603174603174602,Point Loma Nazarene University,4167.0
2903,72500.0,2.0455,52,191,52,106,49,35.39,-119.02,120570.111210456,1.0612244897959184,Point Loma Nazarene University,4800.0
2904,84400.0,1.7321,45,629,143,568,139,35.37,-119.01,118997.503822068,1.0287769784172662,Point Loma Nazarene University,4650.0
2905,91800.0,3.0,38,2122,394,843,410,35.38,-119.03,119171.035593037,0.9609756097560975,Point Loma Nazarene University,3399.0
2906,147100.0,2.7312,52,1695,290,540,260,35.38,-119.03,119171.035593037,1.1153846153846154,Point Loma Nazarene University,3399.0
2907,126600.0,1.6786,52,1503,367,554,277,35.37,-119.03,118175.406302184,1.3249097472924187,Point Loma Nazarene University,2890.0
2908,82700.0,2.875,44,1618,310,667,300,35.37,-119.04,117772.799313154,1.0333333333333334,Point Loma Nazarene University,2046.0
2909,118700.0,2.9821,28,4513,764,1593,763,35.39,-119.03,120168.704742884,1.001310615989515,Point Loma Nazarene University,4150.0
2910,66900.0,1.8362,36,1942,414,1051,411,35.36,-119.04,116775.786519511,1.0072992700729928,Point Loma Nazarene University,1860.0
2911,84700.0,3.6548,30,4635,800,2307,754,35.36,-119.05,116375.435289728,1.0610079575596818,Point Loma Nazarene University,966.0
2912,118400.0,3.3261,16,4507,1049,2261,959,35.36,-119.05,116375.435289728,1.0938477580813348,Point Loma Nazarene University,966.0
2913,110700.0,4.6705,19,5254,894,2155,831,35.36,-119.07,115592.16353635,1.075812274368231,Point Loma Nazarene University,905.0
2914,123400.0,4.5791,12,6442,1116,2966,1092,35.36,-119.08,115209.361526495,1.021978021978022,Point Loma Nazarene University,1797.0
2915,95200.0,4.3482,9,1228,234,409,212,35.36,-119.06,115980.874528907,1.1037735849056605,Point Loma Nazarene University,231.0
2916,72300.0,2.6513,42,2508,483,1035,442,35.37,-119.03,118175.406302184,1.092760180995475,Point Loma Nazarene University,2890.0
2917,81300.0,3.9097,41,1944,363,977,388,35.36,-119.03,117181.868864987,0.9355670103092784,Point Loma Nazarene University,2762.0
2918,69500.0,3.0435,40,1533,312,771,306,35.36,-119.04,116775.786519511,1.0196078431372548,Point Loma Nazarene University,1860.0
2919,75300.0,2.1818,46,1637,338,714,297,35.37,-119.04,117772.799313154,1.138047138047138,Point Loma Nazarene University,2046.0
2920,61600.0,1.7213,44,2687,620,1521,549,35.37,-119.02,118583.660514211,1.1293260473588342,Point Loma Nazarene University,3764.0
2921,70000.0,2.2827,48,1833,396,947,363,35.36,-119.02,117593.622948897,1.0909090909090908,Point Loma Nazarene University,3666.0
2922,73700.0,2.5062,47,1631,340,847,315,35.36,-119.02,117593.622948897,1.0793650793650793,Point Loma Nazarene University,3666.0
2923,76800.0,1.9671,41,2551,594,1342,595,35.36,-119.03,117181.868864987,0.9983193277310924,Point Loma Nazarene University,2762.0
2924,57800.0,1.8801,38,1702,380,1191,366,35.37,-119.01,118997.503822068,1.0382513661202186,Point Loma Nazarene University,4650.0
2925,60700.0,1.6797,38,1838,388,1203,373,35.36,-119.01,118010.98939911,1.0402144772117963,Point Loma Nazarene University,4572.0
2926,57000.0,1.2157,36,2658,626,1490,529,35.36,-119.01,118010.98939911,1.1833648393194707,Point Loma Nazarene University,4572.0
2927,51600.0,1.056,24,1941,484,1277,435,35.36,-119.01,118010.98939911,1.1126436781609195,Point Loma Nazarene University,4572.0
2928,46700.0,1.2469,33,821,181,579,172,35.37,-119.01,118997.503822068,1.052325581395349,Point Loma Nazarene University,4650.0
2929,43600.0,0.9407,40,850,227,764,186,35.36,-119.0,118433.908876802,1.2204301075268817,Point Loma Nazarene University,5477.0
2930,42500.0,1.25,39,896,217,805,197,35.36,-119.0,118433.908876802,1.101522842639594,Point Loma Nazarene University,5477.0
2931,48700.0,1.4015,35,1164,277,992,284,35.35,-119.0,117453.239907405,0.9753521126760564,Point Loma Nazarene University,5635.0
2932,48600.0,1.7375,35,1021,280,1258,239,35.36,-119.0,118433.908876802,1.1715481171548117,Point Loma Nazarene University,5477.0
2933,47100.0,0.9675,36,1562,398,1223,329,35.37,-118.98,120271.987440211,1.209726443768997,Point Loma Nazarene University,7339.0
2934,49400.0,1.6981,29,1244,266,933,227,35.36,-118.98,119296.169888715,1.171806167400881,Point Loma Nazarene University,7290.0
2935,42700.0,1.2617,15,1482,338,1059,279,35.36,-118.98,119296.169888715,1.2114695340501793,Point Loma Nazarene University,7290.0
2936,47800.0,1.1136,18,1524,354,1210,344,35.36,-118.99,118862.322103754,1.0290697674418605,Point Loma Nazarene University,6384.0
2937,49300.0,1.2232,31,1498,359,1168,340,35.36,-118.99,118862.322103754,1.0558823529411765,Point Loma Nazarene University,6384.0
2938,76200.0,3.1281,19,2714,512,1823,500,35.36,-118.94,121084.727227588,1.024,Point Loma Nazarene University,10916.0
2939,54700.0,2.1078,30,2294,508,1753,482,35.36,-118.95,120629.730511897,1.053941908713693,Point Loma Nazarene University,10009.0
2940,53400.0,1.9612,32,1025,259,874,236,35.37,-118.96,121148.5249011,1.097457627118644,Point Loma Nazarene University,9142.0
2941,54000.0,2.4848,35,2285,497,1738,480,35.36,-118.96,120179.932954342,1.0354166666666667,Point Loma Nazarene University,9103.0
2942,48900.0,1.7197,34,1379,333,1156,315,35.37,-118.97,120707.606564225,1.0571428571428572,Point Loma Nazarene University,8240.0
2943,46700.0,1.5743,31,1418,306,1219,312,35.36,-118.97,119735.393152862,0.9807692307692307,Point Loma Nazarene University,8196.0
2944,78700.0,3.2738,29,3480,608,2007,541,35.32,-118.95,116796.052239691,1.1238447319778189,Point Loma Nazarene University,11048.0
2945,33200.0,1.7614,21,496,131,511,124,35.35,-118.98,118322.754078748,1.0564516129032258,Point Loma Nazarene University,7409.0
2946,49800.0,1.6632,27,1615,355,1380,332,35.35,-118.99,117885.2700784,1.069277108433735,Point Loma Nazarene University,6519.0
2947,52900.0,1.6786,36,1590,367,1311,390,35.33,-118.99,115938.457230721,0.941025641025641,Point Loma Nazarene University,7309.0
2948,36600.0,0.9288,26,875,199,567,204,35.32,-118.99,114968.81987331,0.9754901960784313,Point Loma Nazarene University,7911.0
2949,62100.0,2.2155,31,2931,716,1969,588,35.35,-119.0,117453.239907405,1.217687074829932,Point Loma Nazarene University,5635.0
2950,45600.0,1.1786,32,1293,317,1109,286,35.35,-118.99,117885.2700784,1.1083916083916083,Point Loma Nazarene University,6519.0
2951,58000.0,2.1875,34,1354,325,922,304,35.35,-119.01,117026.723972176,1.069078947368421,Point Loma Nazarene University,4759.0
2952,63700.0,3.0208,44,1730,343,782,278,35.34,-119.01,116044.764767708,1.2338129496402879,Point Loma Nazarene University,5184.0
2953,63300.0,1.983,42,1239,251,776,272,35.35,-119.02,116605.782786253,0.9227941176470589,Point Loma Nazarene University,3897.0
2954,57900.0,1.9125,39,598,149,366,132,35.35,-119.01,117026.723972176,1.128787878787879,Point Loma Nazarene University,4759.0
2955,76000.0,2.2407,38,1472,305,670,282,35.35,-119.02,116605.782786253,1.0815602836879432,Point Loma Nazarene University,3897.0
2956,65800.0,2.3125,38,1463,294,692,295,35.34,-119.02,115620.196349046,0.9966101694915255,Point Loma Nazarene University,4406.0
2957,71900.0,2.7256,36,3474,645,1679,616,35.34,-119.03,115201.285928615,1.047077922077922,Point Loma Nazarene University,3687.0
